[ 2017-05-29T15:52:01+08:00 ] /JSJD/index.php/js/jquery.bxslider.min.js | ERR: (ThinkException) 无法加载模块js
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | NOTIC: [8] Undefined index: sid functions.php 第 441 行.
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | INFO: Run ParseTemplate Behavior [ RunTime:0.017549s ]
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017609s ]
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | INFO: Tag[ view_filter ] --START--
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | INFO: Run ContentReplace Behavior [ RunTime:0.000257s ]
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | INFO: Run TokenBuild Behavior [ RunTime:0.000275s ]
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000116s ]
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000564s ]
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001332s ]
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | INFO: Tag[ view_end ] --START--
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000360s ]
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/Feedback/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000435s ]
[ 2017-05-29T16:05:28+08:00 ] /JSJD/index.php/js/jquery.bxslider.min.js | ERR: (ThinkException) 无法加载模块js
[ 2017-05-29T16:05:32+08:00 ] /JSJD/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2017-05-29T16:05:32+08:00 ] /JSJD/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.000621s ]
